"O#","Title","Artist","Year","Image file",,,,,,,,,,,,,,,
283,"Pulse Room","Rafael Lozano-Hemmer",2006,"2007_137_20110121094331_lg","light","electric","interesting","globe","flash","mona","electricity","pulse","interactive","rythm","heartbeat",,,,
128,"China China - Bust 82","Ah Xian",2004,"2007_135_20110117133553_lg","china","blue","white","man","tattoo","ceramic","asian","mona","bust","willow",,,,,
307,"Strand bench seat","Sally Brown",2007,"2007_130_20110117133553_lg","old","sea","seat","mona","rope","nautical","rough",,,,,,,,
257,"On perspective and motion - Part 2","Daniel Crooks",2006,"2007_127_20101003180722_lg","people","mirror","moving","interesting","optical","mona",,,,,,,,,
123,"Le Grand Macabre","Christoph Ruckhaberle",2007,"2007_119_20110117133553_lg","blue","men","green","pose","grey","dance","pattern","cartoon","mona","colourful",,,,,
256,"Hearing Dogs' Centre IV","Toby Ziegler",2006,"2007_116_20110117133553_lg","mona",,,,,,,,,,,,,,
99,"bit.fall","Julius Popp"," 2006-7","2007_111_20110118095225_lg","mona",,,,,,,,,,,,,,
246,"No Visible Means of Escape","Marc Quinn",1996,"2007_109_20120613160029_lg","mona",,,,,,,,,,,,,,
519,"Memory of Matter","Petroc Sesti",2004,"2007_108_20110117133553_lg","sculpture","abstract","beige","hole","mona","creepy","vagina","wax","disturbing","slimy","bulge",,,,
427,"Extension","Charles Robb",2005,"2007_083_20110117133553_lg","mona",,,,,,,,,,,,,,
129,"Fat Car","Erwin Wurm",2006,"2007_079_20110117133553_lg","red","car","cool","fat","mona","conceptual","melted","obese",,,,,,,
118,"Matrix","Jenny Saville",1999,"2007_078_20110117133553_lg","red","man","flesh","painting","grey","breasts","mona","ugly","vagina","huge","shocking",,,,
285,"Melbourne Burning","Arthur Boyd"," 1946-47","2007_077_20110117133553_lg","old","people","dark","painting","fire","death","smoke","mona","violence",,,,,,
425,"Recreational Device","Peter Prasil",2001,"2007_076_20101003180722_lg","black","metal","stainlesssteel","vinyl","machine","mona","couch","instruments","dentist",,,,,,
477,"Two Women","Joan Jonas",1973,"2007_073_01_20110121122959_lg","mona",,,,,,,,,,,,,,
112,"Darwin's Girls","Cassandra Laing",2006,"2007_069_20110117133553_lg","mona",,,,,,,,,,,,,,
286,"Scar Tissue","Fiona Hall"," 2003-4","2007_021_20101003180722_lg","black","mona","plastic","tape","hanging","cases",,,,,,,,,
615,"Private property #3","Amie Dicke",2006,"2007_011_20110117133553_lg","white","black","body","vinyl","silk","mona","couch","draped",,,,,,,
614,"Taped Rug #2","Amie Dicke",2006,,,,,,,,,,,,,,,,
613,"When the Night Falls, Secret Lakes Come Out (Cesare Paciotti)","Amie Dicke",2006,"2007_009_20110117133553_lg","mona",,,,,,,,,,,,,,
670,"Patterns of Perception","Ruth Schnell",2005,"2007_008_20101003180722_lg","mona",,,,,,,,,,,,,,
287,"Plastikcity (Batiment 10)","Samuel Rousseau",2006,"2007_003_20110117133553_lg","people","yellow","moving","funny","purple","fucking","mona","plastic","tiny","ants","containers","projections",,,
245,"Painter","Paul McCarthy",1995,"2006_075_01_20120404112933_lg","people","video","saturated","cartoon","mona","puppets","violence","sickening","queasy",,,,,,
94,"The Butterfly","Atul Dodiya",2006,"2006_074_20101003180722_lg","mona",,,,,,,,,,,,,,
216,"Lustmord","Jenny Holzer",1994,"2006_073_20110117133553_lg","mona",,,,,,,,,,,,,,
282,"Dream of Migrants","Wang Qingsong",2005,"2006_072_20110117133553_lg","mona",,,,,,,,,,,,,,
531,"Encyclopedia","Charles Sandison",2005,"2006_069_20110121121311_lg","computer","moving","words","random","text","floating","mona","screen","animated","swarming",,,,,
227,"Great Deeds Against the Dead","Jake and Dinos Chapman",1994,"2006_065_20110117133553_lg","man","tree","naked","mona","torture","hanging","torso","tiedup","shocking","sickening","decapitated","dissected",,,
266,"You asked me to come and see your routine, you call this a fucking routine?","Jon Pylypchuk",2006,"2006_056_20120613155217_lg","mona",,,,,,,,,,,,,,
277,"Queen (A portrait of Madonna)","Candice Breitz",2005,"2006_035_20101003180722_lg","camp","holiday","fun","drag","happy","video","singing","song","madonna","mona","karaoke","joyful","screens","enclosed","rescueme"
116,"Further Shore","Fiona Hall"," 2002-5","2006_034_20120613155417_lg","mona",,,,,,,,,,,,,,
109,"The End of Art","Tamy Ben-Tor",2006,"2006_033_07_20101107121701_lg","mona",,,,,,,,,,,,,,
587,"Grandma","Miki Carmi",2005,"2006_023_20110117133553_lg","old","man","face","painting","sad","large","mona","wrinkles",,,,,,,
290,"Large House with Fence","Howard Arkley",1998,"2006_022_20101003180722_lg","house","cartoon","suburbia","mona","boring","colourful","airbrush",,,,,,,,
122,"Snake","Sidney Nolan"," 1970-72","2006_021_02_20110112100300_lg","abstract","giant","snake","large","mona","huge","panels","impressive",,,,,,,
397,"Leda","Sidney Nolan",1957,"2006_008_20110117133553_lg","blue","boy","white","beautiful","dark","swan","sad","mona","eerie","cuts",,,,,
396,"Drought Animal","Sidney Nolan",1953,"2006_007_20101003180722_lg","dog","brown","yellow","dead","death","grey","soft","mona","fox","smoky",,,,,
201,"Leda and the Swan Possibly Italy, Roman","Unknown","c 1-100 CE","2004_094_20110117133553_lg","old","sculpture","woman","bird","stone","bronze","naked","swan","ancient","mona","carving","lead","figures",,
183,"Bowl with aquatic decoration Egypt, New Kingdom, 18th Dynasty","Unknown","1550-1295 BCE","2004_071_20110118132944_lg","old","blue","fish","greek","ancient","plate","mona",,,,,,,,
1086,"Erotic handscroll - shunga makimono Japan","Unknown","c 1700-1800","2004_067_20120620180424_lg","old","sex","asian","penis","japanese","erotic","mona","vagina","pornographic","shocking",,,,,
298,"Baby Auguste","Charles Blackman",1957,"2004_063_20110117133553_lg","mona",,,,,,,,,,,,,,
727,"Bead covering for a mummy Egypt, Third Intermediate Period","Unknown"," c 1069-664BCE",,,,,,,,,,,,,,,,
198,"Larnax (chest-shaped coffin) Crete, Late Minoan Period","Unknown"," c 1325-1275 BCE","2003_203_20120620180424_lg","mona",,,,,,,,,,,,,,
712,"Copy of The Narmer Palette","Unknown","Unknown","2003_195_20110118125316_lg","mona",,,,,,,,,,,,,,
181,"Falcon Egypt, Ptolemaic to early Roman Period","Unknown","c 300-100 CE","2003_180_20120620180424_lg","old","bird","stone","silver","ancient","mona","carving",,,,,,,,
766,"Coffin, probably of a woman Egypt, New Kingdom","Unknown","c 1550-1069 BCE","2003_177_20110117133553_lg","mona",,,,,,,,,,,,,,
770,"Amulet of Sekhmet Egypt, Late Period","Unknown","c 664-332 BCE","2003_174_20110119065409_lg","mona",,,,,,,,,,,,,,
139,"Mummy and coffin of Pausiris Egypt, Ptolemaic to Roman Period","Unknown"," c 100 BCE","2003_172_20110117133553_lg","old","man","dead","death","carved","ancient","mona","egyptian","sarcophagus","mummy","coffin",,,,
774,"Amulet of a cat Egypt, Late Period","Unknown","c 664-332 BCE","2003_167_20110118225712_lg","old","red","cat","dead","death","ancient","mona","egyptian","mummy",,,,,,
777,"Mummy portrait of a woman Egypt, Roman Period","Unknown","c 100-200 CE","2003_160_20110120174427_lg","mona",,,,,,,,,,,,,,
779,"Heart scarab Egypt, New Kingdom to Third Intermediate Period, probably 19th - 22nd Dynasties","Unknown","c 100-200 CE","2003_156_20110118220625_lg","mona",,,,,,,,,,,,,,
180,"Mortuary amulets mounted as a modern pendant Egypt, Late Period, 26th Dynasty, possibly mounted by Cartier, 20th C","Unknown","c 664-525 BCE","2003_155_20110117133553_lg","mona",,,,,,,,,,,,,,
780,"Ram-headed dwarf with falcon wings Egypt, 26th Dynasty","Unknown","c 664-525 BCE","2003_054_20110119065608_lg","mona",,,,,,,,,,,,,,
782,"Fecundity figures, fragment from a temple Probably from the Iseion at Behbeit el-Hagar, Egypt, Ptolemaic Period","Unknown","c 332-30 BCE","2003_048_20110117133553_lg","stone","ancient","mona","carving","egyptian","mysterious","figures",,,,,,,,
185,"Butchering scene, from a tomb Probably Saqqara, Egypt, Old Kingdom, 5th Dynasty","Unknown","c 2494-2345 BCE","2003_047_20120620180424_lg","old","stone","ancient","mona","carving","egyptian","mysterious","fighting","figures",,,,,,
189,"Mummy portrait Egypt, Roman Period,","Unknown"," c 100-200 BCE","2003_046_20120620180424_lg","mona",,,,,,,,,,,,,,
167," Black-topped jar Egypt, Predynastic, Naqada I Period","Unknown","c 4000-3500 BCE","2003_038_20110118131837_lg","mona",,,,,,,,,,,,,,
830,"Figure of Bes Egypt, Ptolemaic to early Roman Period","Unknown","c 305-100 CE","2003_035_20110118223732_lg","mona",,,,,,,,,,,,,,
834,"Black-topped jar Egypt, Predynastic, Naqada I Period","Unknown","c 4000-3500 BCE","2003_029_20110117133553_lg","old","mona",,,,,,,,,,,,,
835,"Black-topped jar Egypt, Predynastic, Naqada I Period","Unknown","c 4000-3500 BCE","2003_028_20110120174155_lg","mona",,,,,,,,,,,,,,
710,"Head covering, possibly for a child Egypt, Roman Period","Unknown","c 1-200 CE","2003_020_20110117133553_lg","old","man","face","hair","ceramic","ancient","head","mona","calm","pottery",,,,,
839,"Votive figure of the Oxyrhynchus fish Egypt, probably Late Period","Unknown","c 600-300 BCE","2003_011_20110119065728_lg","mona",,,,,,,,,,,,,,
177,"Votive figure of Isis with the Infant Horus Egypt, Late Period, 26th Dynasty","Unknown","c 664-525 BCE","2003_009_20110118223620_lg","mona",,,,,,,,,,,,,,
840,"Votive figure of Osiris Egypt, probably Late Period","Unknown","c 664-332 BCE","2003_008_20110118223653_lg","mona",,,,,,,,,,,,,,
171,"Denarius of Augustus Possibly Colonia Caesaraugusta, Spain, Roman Imperial","Unknown","c 19-18 BCE","2001_182_20110120201901_lg","old","metal","silver","star","coin","ancient","mona",,,,,,,,
172,"Stater of Thasos with nymph and satyr Thasos, Thracian Islands, Greek","Unknown","c 475-440 BCE","2001_174_20110117133553_lg","old","woman","man","sex","metal","silver","beard","greek","coin","ancient","couple","fucking","mona",,
921,"Tetradrachm of Demetrius I Bactria, Paropamisadae and Arachosia, Greco-Bactrian kingdom, c.","Unknown","c 200-190 BCE","2001_081_20110120200236_lg","old","elephant","man","metal","silver","greek","coin","ancient","head","mona",,,,,
209,"Tetradrachm of Agathocles Paropamisadae, Arachosia, Gandhara and Punjab, Greco-Bactrian Kingdom","Unknown","c 190-180 BCE","2001_070_20110120195902_lg","old","man","metal","silver","coin","ancient","roman","head","mona",,,,,,
882,"Incuse nomos of Croton Croton, Bruttium, Greek","Unknown","c 530-480 BCE","2001_063_20110120183519_lg","old","metal","silver","design","swan","coin","ancient","mona",,,,,,,
713,"Phallus","Unknown","Unknown","2001_046_20110117133553_lg","old","stone","penis","grey","carved","mona","creepy","phallus",,,,,,,
955,"Phallus ","Unknown","Unknown","2001_045_20110118133241_lg","old","stone","penis","carved","ancient","mona","phallus",,,,,,,,
853," Sarcophagus fragment Egypt, Late Period to Ptolemaic, c. 664-","Unknown","30 BCE","2001_041_20110117133553_lg","old","stone","carved","ancient","head","mona","egyptian","pharoah",,,,,,,
714,"Totem","Unknown","Unknown","2001_034_20110117133553_lg","mona",,,,,,,,,,,,,,
738,"Monkey effigy vessel Central Mexico, Toltec","Unknown","c 800-1000 CE ","2001_031_20110117133553_lg","stone","skull","monkey","carved","head","mona","bowl",,,,,,,,
716,"Skull","Central American style","Unknown","2001_026_20110117133553_lg","old","stone","skull","carved","mona","creepy",,,,,,,,,
717,"Skull Central American style","Unknown","Unknown","2001_014_20110117133553_lg","old","stone","dead","death","skull","carved","ancient","mona","creepy",,,,,,
864,"Head representing Life and Death Costa Rican style","Unknown","Unknown","2001_008_20110118105934_lg","old","stone","dead","death","skull","carved","ancient","mona","creepy",,,,,,
787,"Coffin of Heryshefemhat Egypt, 25th - early 26th Dynasty","Unknown","c 730-600 BCE","2001_001_20110117133553_lg","mona",,,,,,,,,,,,,,
187,"Lion Hunt Scarab of Amenhotep III Egypt, New Kingdom, 18th Dynasty","Unknown","c 1380-1352 BCE","2000_218_20110117133553_lg","old","blue","bug","ancient","beetle","mona","scarab",,,,,,,,
788,"Heart scarab Egypt, probably New Kingdom","Unknown"," c 1500-1000 BCE","2000_217_20110117133553_lg","old","blue","bug","ancient","beetle","mona","scarab",,,,,,,,
789,"Heart scarab Egypt, probably Late Period","Unknown","c 664-332 BCE","2000_216_20110117133553_lg","old","green","bug","ancient","beetle","mona","scarab",,,,,,,,
791,"Cuneiform cone Mesopotamia","Unknown","c 2400-1700 BCE","2000_012_20110117133553_lg","old","stone","carved","ancient","cone","text","mona","egyptian",,,,,,,
792,"Cuneiform tablet with multiplication table Mesopotamia","Unknown"," c 1900-1700 BCE","2000_011_20110117133553_lg","old","stone","carved","ancient","text","mona",,,,,,,,,
798,"Heart scarab made for a woman Egypt, New Kingdom, 18th-20th Dynasty","Unknown"," c 1500-1000 BCE","2000_010_20110121120851_lg","old","brown","stone","bug","carved","ancient","beetle","mona","scarab",,,,,,
793,"Paving stone with cuneiform inscription of Ashurnasirpal II, King of Assyria Assyria, (probably Kalhu, modern Iraq) Palace of Ashurnasirpal II","Unknown","883-859 BCE","2000_008_20110117133553_lg","old","stone","carved","ancient","text","mona","tablet",,,,,,,,
794,"Cuneiform barrel Southern Mesopotamia, Old Babylonian","Unknown"," 1849-1843 BCE","2000_007_20110117133553_lg","old","stone","carved","ancient","text","mona","vase",,,,,,,,
797,"Kantharos Panticapaeum, Greek","Unknown","c 320-250 BCE ","2000_006_20120620180424_lg","old","metal","gold","ancient","mona","amphora","vase","brass",,,,,,,
161,"Octadrachm of Ptolemy II Philadelphus Alexandria, Egypt, Ptolemaic Period","Unknown","c 265-260 BCE","1999_601_20110120190344_lg","old","two","man","men","gold","coin","ancient","roman","mona","heads","emperor",,,,
254,"Decadrachm of Syracuse with Arethusa in profile Syracuse, Sicily, Greek","Kimon","c 405-400 BCE","1999_182_20110117133553_lg","old","woman","metal","greek","coin","ancient","head","mona",,,,,,,
160,"Stater of Athens Athens, Greece, Greek","Unknown","c 407-406 BCE","1999_146_20110120185538_lg","old","woman","coin","roman","head","mona","crown",,,,,,,,
196,"Geode carved in the shape of a peach China","Unknown"," c 1800-1850","1999_117_20110117133553_lg","mona",,,,,,,,,,,,,,
711,"Head of a mummified cat Egypt, Late Period to Ptolemaic","Unknown","c 664-30 BCE","1999_113_20110117133553_lg","cat","gold","head","egypt","mona","creepy","mummy","bandage",,,,,,,
184,"Coffin of Ankh-Pefy-Hery Egypt, 25th - 26th Dynasty","Unknown"," c 730-600 BCE","1999_112_20110117133553_lg","old","red","mona","sarcophagus","mummy","coffin","eyptian",,,,,,,,
718,"Frog with two snakes emerging from its mouth","Unknown","Unknown","1999_102_20110117133553_lg","old","gold","small","mona","lizard",,,,,,,,,,
204,"Rita Nelson","Brett Whiteley"," 1964-65"," theme/mona/ims/placeholder_sm.png",,,,,,,,,,,,,,,
