180,"Mortuary amulets mounted as a modern pendant Egypt, Late Period, 26th Dynasty, possibly mounted by Cartier, 20th C","Unknown","c 664-525 BCE","2003_155_20110117133553_lg.jpg","old","blue","bird","beautiful","ancient","aquamarine","jewellery","egyptian","isis",,,,
181,"Falcon Egypt, Ptolemaic to early Roman Period","Unknown","c 300-100 CE","2003_180_20120620180424_lg.jpg","old","bird","stone","silver","ancient","carving",,,,,,,
182,"Mummified cat, Egypt, Late Period to Ptolemaic","Unknown","c. 664-30 BCE","2003_182_20120620180424_lg.jpg","old","cat","dead","ancient","head","woven","mummy",,,,,,
183,"Bowl with aquatic decoration Egypt, New Kingdom, 18th Dynasty","Unknown","1550-1295 BCE","2004_071_20110118132944_lg.jpg","old","blue","fish","greek","ancient","plate",,,,,,,
184,"Coffin of Ankh-Pefy-Hery Egypt, 25th - 26th Dynasty","Unknown","c 730-600 BCE","1999_112_20110117133553_lg.jpg","old","red","sarcophagus","mummy","coffin","eyptian",,,,,,,
185,"Butchering scene, from a tomb Probably Saqqara, Egypt, Old Kingdom, 5th Dynasty","Unknown","c 2494-2345 BCE","2003_047_20120620180424_lg.jpg","old","stone","ancient","carving","egyptian","mysterious","fighting","figures",,,,,
187,"Lion Hunt Scarab of Amenhotep III Egypt, New Kingdom, 18th Dynasty","Unknown","c 1380-1352 BCE","2000_218_20110117133553_lg.jpg","old","blue","bug","ancient","beetle","scarab",,,,,,,
188,"Door jamb from the tomb of Nefer-wenet, Probably Saqqara, Egypt, Old Kingdom, 6th Dynasty","Unknown","2345-2181 BCE","2003_006_20120620180424_lg.jpg","old","man","stone","carved","ancient","carving","egyptian","figure","hieroglyphics",,,,
189,"Mummy portrait Egypt, Roman Period,","Unknown","c 100-200 BCE","2003_046_20120620180424_lg.jpg","wood","old","man","face","painting","jesus",,,,,,,
192,"Coffin of Iret-Heru-ru, Egypt, late 26th Dynasty","Unknown","c. 600-525 BCE","2005_022_20110117133553_lg.jpg","old","red","face","dead","ancient","egyptian","mummy",,,,,,
196,"Geode carved in the shape of a peach China","Unknown","c 1800-1850","1999_117_20110117133553_lg.jpg","old","stone","heart","translucent","wax","veins","organic",,,,,,
198,"Larnax (chest-shaped coffin) Crete, Late Minoan Period","Unknown","c 1325-1275 BCE","2003_203_20120620180424_lg.jpg","wood","old","ancient","box","chest","swirl",,,,,,,
200,"Head of a man Italy,","Unknown","c 1600-1700","2008_116_20110117133553_lg.jpg","old","man","dead","head","grimace","preserved","corpse",,,,,,
201,"Leda and the Swan Possibly Italy, Roman","Unknown","c 1-100 CE","2004_094_20110117133553_lg.jpg","old","sculpture","woman","bird","stone","bronze","naked","swan","ancient","carving","lead","figures",
202,"Hungary","Sidney Nolan",1956,"2006_036_20110117133553_lg.jpg","blue","man","bird","dark","blood","jesus",,,,,,,
204,"Rita Nelson","Brett Whiteley","1964-65","MISM_007_20110216170156_lg.jpg",,,,,,,,,,,,,
209,"Tetradrachm of Agathocles Paropamisadae, Arachosia, Gandhara and Punjab, Greco-Bactrian Kingdom","Unknown","c 190-180 BCE","2001_070_20110120195902_lg.jpg","old","man","metal","silver","coin","ancient","roman","head",,,,,
210,"A guy sitting there at the airport bar getting drunk during a 4 hour layover while some propaganda ad about tax cuts is playing up on the TV...","Jeff Gabel",2007,"2007_157_20110117133553_lg.jpg","blackandwhite","words","bottle","drawing","text","dustin","hoffman",,,,,,
214,"The Morgue (Blood Transfusion Resulting In Aids)","Andres Serrano",1992,"2008_075_20110117133553_lg.jpg","boy","face","dead","death","teeth","eyeball","shroud","sheet","corpse",,,,
215,"Untitled III (from 'Bunny')","Polly Borland","2004-5","2008_118_20110117133553_lg.jpg","pink","woman","rabbit","stockings","nude","weird","beige","mask","creepy",,,,
216,"Lustmord","Jenny Holzer",1994,"2006_073_20110117133553_lg.jpg","sex","words","back","erotic","skin","text","pornographic",,,,,,
217,"Rai stone, Yap Islands, Federated States of Micronesia","Unknown","19th century","2005_003_20120516231958_lg.jpg","old","stone","circle","carved","ancient","hole","tribal","disc",,,,,
218,"The Arse End of the World","Juan Davila",1994,"2008_005_20110117133553_lg.jpg","gay","sex","naked","penis","australian","soldiers","offensive","anus","shocking",,,,
219,"Bullet Hole","Mat Collishaw","1988-93","2006_066_20110117133553_lg.jpg","hair","blood","hole","injury","bullet","wound","shocking",,,,,,
220,"The moth collection","Stephen Shanabrook","2003-7","2008_067_20110117133553_lg.jpg","collection","drugs","needles","spoons",,,,,,,,,
221,"On the Road to Heaven The Highway to Hell","Stephen J Shanabrook",2008,"2008_065_20101003180722_lg.jpg","beautiful","dead","death","chocolate","shocking","frightening","sickening","intestines","nausea","disembowelled",,,
222,"Bible Bomb #1854 (Russian style)","Gregory Green",2005,"2008_142_20110117133553_lg.jpg","old","book","device","terrorism","bible","ornate","bomb","explosive",,,,,
223,"In the name of God (Torah)","Gregory Green",2005,"2008_144_20110117133553_lg.jpg","old","religious","book","device","terrorism","jewish","ornate","bomb","explosive",,,,
224,"In the name of God (Koran)","Gregory Green",2005,"2008_143_20110117133553_lg.jpg","green","leather","gold","book","cover","engraved",,,,,,,
227,"Great Deeds Against the Dead","Jake and Dinos Chapman",1994,"2006_065_20110117133553_lg.jpg","man","tree","naked","torture","hanging","torso","tiedup","shocking","sickening","decapitated","dissected",,
229,"Economical Study on the Skin of Caracans, Caracas, Venezuela, September 2006","Santiago Sierra",2006,"2008_084_20110117133553_lg.jpg","old","blackandwhite","man","photo","back","skin","damaged","wrinkles","blotchy",,,,
232,"Art Must be Beautiful ... Artist Must Be Beautiful ...","Marina Abramovic",1975,"2008_078_01_20110118144858_lg.jpg","blackandwhite","woman","film","hair","nude","pain","violent","combing","selfharm",,,,
233,"The Life of C.B.","Christian Boltanski","2010- ongoing","2010_004_20101003180722_lg.jpg","blackandwhite","cctv","office","photo","surveillance",,,,,,,,
237,"Locus Focus","gelitin",2010,"2009_028_20101003180722_lg.jpg","metal","silver","square","stainlesssteel","sink","box","steel","toilet","tape","cube",,,
238,"Untitled II (from 'Bunny')","Polly Borland","2004-5","2008_117_20101003180722_lg.jpg","pink","hair","gold","skin","fluffy","curls","blonde",,,,,,
241,"Untitled XIV, from 'Bunny'","Polly Borland","2004-5","2008_121_20101003180722_lg.jpg","pink","woman","nude","breasts","nipples","skin","curtain",,,,,,
244,"Lucky One - Les pirates (X)","Philippe Favier",2007,"2007_169_20110117133553_lg.jpg","black","skull","disc",,,,,,,,,,
245,"Painter","Paul McCarthy",1995,"2006_075_01_20120404112933_lg.jpg","people","video","saturated","cartoon","puppets","violence","sickening","queasy",,,,,
246,"No Visible Means of Escape","Marc Quinn",1996,"2007_109_20120613160029_lg.jpg","man","yellow","dead","creepy","hanging","wax","corpse",,,,,,
248,"Beautiful Mis-shapen Purity Clashing Excitedly Outwards Painting","Damien Hirst",1995,"MISM_007_20110216170156_lg.jpg",,,,,,,,,,,,,
254,"Decadrachm of Syracuse with Arethusa in profile Syracuse, Sicily, Greek","Kimon","c 405-400 BCE","1999_182_20110117133553_lg.jpg","old","woman","metal","greek","coin","ancient","head",,,,,,
256,"Hearing Dogs' Centre IV","Toby Ziegler",2006,"2007_116_20110117133553_lg.jpg","shadow","blackandwhite","night","forest","dark","fabric",,,,,,,
257,"On perspective and motion - Part 2","Daniel Crooks",2006,"2007_127_20101003180722_lg.jpg","people","mirror","moving","interesting","optical",,,,,,,,
258,"Boy and Cat No. 1","John Perceval",1943,"2007_181_20110117133553_lg.jpg","orange","baby","brown","dark","painting","grey","mother","ugly","figure",,,,
259,"Tracing Time","Claire Morgan",2007,"2008_101_20101003180722_lg.jpg","light","beautiful","leaves","fine","dry","delicate",,,,,,,
260,"Altar in the form of a bird-headed deity, Golan Heights, Syria, Chalcolithic","Unknown","4000-3000 BCE","2001_048_20120620180424_lg.jpg","old","stone","grey","carved","ancient","tribal","altar","ritual","rough","sacrifice",,,
261,"Painting 1977","Peter Booth",1977,"2005_030_20110117133553_lg.jpg","orange","black","triangles","dark","fire","hell","evil","sharp","figures","violent",,,
262,"Sternenfall / Shevirath ha Kelim","Anselm Kiefer",2007,"MISM_007_20110216170156_lg.jpg",,,,,,,,,,,,,
263,"Sternenfall","Anselm Kiefer",1999,"MISM_007_20110216170156_lg.jpg",,,,,,,,,,,,,
264,"Hiroshima in Tasmania - The Archive for the Future","Masao Okabe and Chihiro Minato",2010,"2010_003_01_20110118153944_lg.jpg","blackandwhite","photo","drawing","scrawl",,,,,,,,,
265,"Give it up chump you are not really living","Jon Pylypchuk",2006,"2007_013_20110117133553_lg.jpg","red","snow","tree","cigarette","glue","smoking","fabric","creature","primitive",,,,
266,"You asked me to come and see your routine, you call this a fucking routine?","Jon Pylypchuk",2006,"2006_056_20120613155217_lg.jpg","mona",,,,,,,,,,,,
267,"Untitled","Jannis Kounellis",1998,"2009_024_20120613161236_lg.jpg","steel","rusty","mona","rope","minimal","hanging","stark",,,,,,
268,"Untitled","Jannis Kounellis",2002,"2009_027_20110120202444_lg.jpg","brown","grey","messy","bags","cloth","sack","coal","dull","grimy",,,,
272,"When My Heart Stops Beating","Patrick Hall","2008-10","2009_054_20101003180722_lg.jpg","records","love","cool","interesting","mona","sound","drawers","voices",,,,,
276,"Neige et Renard","Léopold Rabus",2007,"2007_172_20101003180722_lg.jpg","trees","woman","white","snow","ice","water","girl","painting","head","gross","shovel","plaid","melted"
277,"Queen (A portrait of Madonna)","Candice Breitz",2005,"2006_035_20101003180722_lg.jpg","camp","holiday","fun","drag","happy","video","singing","song","madonna","karaoke","joyful","screens","enclosed"
279,"Washer","Francis Upritchard",2007,"2007_175_20110117133553_lg.jpg","woman","wet","dreadlocks","hair","nude","skinny","dirty","figure","thin",,,,
281,"Caballito","Ricardo Hernández",2006,"2007_098_20110117133553_lg.jpg","wild","blackandwhite","man","animal","wolf","fierce","drawing","teeth","beast","savage",,,
282,"Dream of Migrants","Wang Qingsong",2005,"2006_072_20110117133553_lg.jpg","grey","model","poor","chinese","shanty","ghetto","diorama","tenement","ruined",,,,
283,"Pulse Room","Rafael Lozano-Hemmer",2006,"2007_137_20110121094331_lg.jpg","light","electric","interesting","globe","flash","electricity","pulse","interactive","rythm","heartbeat",,,
284,"Nature Molle (Soft Life)","recreated at Mona 2012, Michael Blazy",2005,"2008_156_20121001091516_lg.jpg","white","rotting","fruit","table","decay","mould","putrid","decomposing",,,,,
285,"Melbourne Burning","Arthur Boyd","1946-47","2007_077_20110117133553_lg.jpg","old","people","dark","painting","fire","death","smoke","violence",,,,,
286,"Scar Tissue","Fiona Hall","2003-4","2007_021_20101003180722_lg.jpg","black","plastic","tape","hanging","cases",,,,,,,,
287,"Plastikcity (Batiment 10)","Samuel Rousseau",2006,"2007_003_20110117133553_lg.jpg","people","yellow","moving","funny","purple","fucking","plastic","tiny","ants","containers","projections",,
290,"Large House with Fence","Howard Arkley",1998,"2006_022_20101003180722_lg.jpg","house","cartoon","suburbia","boring","colourful","airbrush",,,,,,,
291,"Zizi the Affectionate Couch","Stephen Barrass, Linda Davy, Robert Davy, Kerry Richens",2002,"2008_048_20110506150326_lg.jpg","red","comfortable","soft","stripes","fluffy","voice","couch","talking",,,,,
298,"Baby Auguste","Charles Blackman",1957,"2004_063_20110117133553_lg.jpg","pink","baby","eyes","maroon","nappy","bald","expressionist","paintng",,,,,
300,"Daniel with Bound Arms and Nebuchadnezzar on Fire","Arthur Merric Bloomfield Boyd","1966-68","2005_025_20101003180722_lg.jpg","sunset","red","man","bird","chicken","beautiful","yellow","painting","grey","rooster","colourful","crawl",
302,"The Frog","Pat Brassington",1997,"2005_043_20110117133553_lg.jpg","blue","orange","woman","blood","smoke","breath",,,,,,,
304,"Thassian Refuge","Lindsay Broughton",2002,"2006_054_20101003180722_lg.jpg","old","stone","grey","carved","ancient","tombstone","solid",,,,,,
307,"Strand bench seat","Sally Brown",2007,"2007_130_20110117133553_lg.jpg","old","sea","seat","rope","nautical","rough",,,,,,,
318,"(a fleeting) Encounter","Pippa Dickson",2006,"2007_213_20110117133553_lg.jpg","metal","stainlesssteel","steel","hard","couch","curved",,,,,,,
319,"One, another","Pippa Dickson",2006,"2007_212_20110117133553_lg.jpg","wood","metal","bench","timber","seat","curvy","stylish",,,,,,
320,"Variable Couplings","Pippa Dickson",2005,"2007_214_20110117133553_lg.jpg","wood","beautiful","hard","couch","grainy","curved","polished",,,,,,
322,"Hanging Garden","Mikala Dwyer",2008,"2008_124_20110121094450_lg.jpg","plants","green","glass","leaves","earth","plastic","drip","melted",,,,,
334,"Kiss","Tony Garifalakis",2008,"2008_130_20110117133553_lg.jpg","black","tongue","mouth","dark","eyes","teeth","grin","frightening","devouring",,,,
337,"Pupa","Fiona Hall",2005,"2008_100_20101003180722_lg.jpg","woman","black","spread","erotic","legs","blonde","tapes","leotard",,,,,
338,"Bounty","Patrick Hall",2007,"2007_124_20101003180722_lg.jpg","old","white","cabinet","bones","thin",,,,,,,,
351,"Chaise","Wayne Hudson",1992,"2007_070_20101003180722_lg.jpg","black","leather","fetish","gold","bondage","flags","couch","rolls","cylinders","sadomasochism",,,
362,"Bubbles","John Kelly",2005,"2006_060_20101003180722_lg.jpg","red","black","fierce","creature","primitive",,,,,,,,
382,"Go on","Todd McMillan",2007,"2008_008_20101003180722_lg.jpg","film","stairs","dark","walking","video","steps","upwards","endless",,,,,
385,"Colonial Head - Kelly Gang","Sidney Nolan","1943-46","2006_006_20110117133553_lg.jpg","pink","man","eye","yellow","beard","head","expressionist",,,,,,
388,"Leda and Swan","Sidney Nolan",1960,"2004_050_20101003180722_lg.jpg","blue","woman","black","dark","painting","swan","expressionist",,,,,,
390,"Leda and Swan","Sidney Nolan",1960,"2005_008_20101003180722_lg.jpg","woman","bird","painting","blood","swan","expressionist",,,,,,,
395,"Crucifix","Sidney Nolan",1955,"2006_011_20110117133553_lg.jpg","blue","brown","skull","cross","australian","expressionist",,,,,,,
396,"Drought Animal","Sidney Nolan",1953,"2006_007_20101003180722_lg.jpg","dog","brown","yellow","dead","death","grey","soft","fox","smoky",,,,
397,"Leda","Sidney Nolan",1957,"2006_008_20110117133553_lg.jpg","blue","boy","white","beautiful","dark","swan","sad","eerie","cuts",,,,
400,"Head","Sidney Nolan",1940,"2007_007_20101003180722_lg.jpg","blue","red","abstract","face","dark","painting","sad","australian","expressionist",,,,
405,"Untitled","David Noonan",2007,"2007_179_20110117133553_lg.jpg","blackandwhite","man","face","skull","photo","eyes","image","ghostly",,,,,
414,"Kryptos","Brigita Ozolins","2008-10","2008_127_20110121094712_lg.jpg","dark","concrete","eerie","numbers","mysterious","maze","conceptual","atmospheric",,,,,
425,"Recreational Device","Peter Prasil",2001,"2007_076_20101003180722_lg.jpg","black","metal","stainlesssteel","vinyl","machine","couch","instruments","dentist",,,,,
427,"Extension","Charles Robb",2005,"2007_083_20110117133553_lg.jpg","baby","white","grey","head","chest","birth","balls","plaster","cast","slice","testicles",,
445,"Cemetery in Sicily","Brett Whiteley",1986,"MISM_007_20110216170156_lg.jpg",,,,,,,,,,,,,
457,"Corrections","Vito Acconci",1970,"2008_035_20101003180722_lg.jpg","blackandwhite","film","back","flame","burn","match",,,,,,,
458,"Open Book","Vito Acconci",1974,"2008_036_20101003180722_lg.jpg","broken","tongue","closeup","mouth","scary","sinister","teeth","breath",,,,,
459,"I Am Making Art","John Baldessari",1971,"2008_011_20101003180722_lg.jpg","blackandwhite","man","film","shirt","movement","awkward","scruffy","jerky",,,,,
464,"Untitled","Huma Bhabha",2007,"2007_131_20110506150554_lg.jpg","white","face","skull","scary","head","plaster","horror","melted","plasticine",,,,
470,"Untitled","Sam Francis",1978,"2005_017_20101003180722_lg.jpg","blue","white","black","green","face","yellow","painting","grid","dynamic","splatter",,,
473,"Birth","Ricardo Hernández",1998,"2007_102_20101003180722_lg.jpg","woman","nude","blood","stuffed","grim","rags","birth","dirty","fabric","gross","ugly","dummy","cushion"
477,"Two Women","Joan Jonas",1973,"2007_073_01_20110121122959_lg.jpg","blackandwhite","woman","film","women","young",,,,,,,,
484,"Splitting","Gordon Matta-Clark",1974,"2008_029_20101003180722_lg.jpg","sun","white","house","broken","photo","cut",,,,,,,
485,"Black and White Tapes","Paul McCarthy","1970-75","2008_040_20101003180722_lg.jpg","blackandwhite","man","film","drag","concrete","video","paint","artist","floor","can",,,
486,"Auction","Christopher Miner",2000,"2007_158_20101003180722_lg.jpg","flowers","film","video","funny","preacher","american","1980s","gospel",,,,,
497,"Bookshelf","Adam Putnam",1997,"2008_097_20110117133553_lg.jpg","blackandwhite","film","bend","performance","bookshelf","squeeze","grainy","tight","contortion","fit",,,
498,"Dishcabinet","Adam Putnam",1997,"2008_095_20110117133553_lg.jpg","blackandwhite","man","film","video","performance","squeeze","tight","fit","crockery","cabiinet",,,
500,"Landscape","Adam Putnam",2005,"2008_098_20110117133553_lg.jpg","flesh","fence","sand","beige","desert","skin","wind",,,,,,
501,"Untitled (Jeans)","Adam Putnam",2008,"2008_094_20110117133553_lg.jpg","blackandwhite","concrete","floor","jeans","grainy",,,,,,,,
502,"Wardrobe","Adam Putnam",1997,"2008_096_20110117133553_lg.jpg","blackandwhite","man","squeeze","wardrobe","grainy","tight","fit",,,,,,
504,"Head With Arm (Yellow)","Susan Rothenberg","1996-97","2003_216_20120620180424_lg.jpg","white","yellow","painting","dead","grey","corpse","drowned",,,,,,
508,"Dog Duet","William Wegman",1975,"2008_045_20101003180722_lg.jpg","blackandwhite","dog","white","black","film","grey","funny","grainy",,,,,
515,"Untitled","Tom Chamberlain",2008,"2008_139_20101003180722_lg.jpg","white","lines","grey","mesh","network","spidery",,,,,,,
517,"Bee Woman in Her Bedroom","Chantal Joffe",2005,"2006_031_20110117133553_lg.jpg","blue","woman","black","green","yellow","dark","bees","skirt","bee",,,,
519,"Memory of Matter","Petroc Sesti",2004,"2007_108_20110117133553_lg.jpg","sculpture","abstract","beige","hole","creepy","vagina","wax","disturbing","slimy","bulge",,,
522,"Candle Describing a Sphere","Jason Shulman",2006,"2007_180_20101003180722_lg.jpg","light","beautiful","dark","candle","flame","delicate","flicker",,,,,,
531,"Encyclopedia","Charles Sandison",2005,"2006_069_20110121121311_lg.jpg","computer","moving","words","random","text","floating","screen","animated","swarming",,,,
576,"Untitled (White Library)","Wilfredo Prieto","2004-6","2008_024_20120613161153_lg.jpg","white","quiet","chairs","library","room","books","minimal","blank","enclosed",,,,
582,"6 Pieces","Lee Dongwook",2007,"2007_123_20101003180722_lg.jpg","flesh","blood","finger","jar","squashed","gruesome",,,,,,,
584,"III Crossing","Junebum Park",2002,"2008_112_20101003180722_lg.jpg","asian","toys","video","hand","traffic","god","tiny",,,,,,
585,"Untitled (stool for guard)","Taiyo Kimura",2007,"2008_073_20110117133553_lg.jpg","woman","asian","poor","young","depression","depressed","tracksuit","slumped",,,,,
587,"Grandma","Miki Carmi",2005,"2006_023_20110117133553_lg.jpg","old","man","face","painting","sad","large","wrinkles",,,,,,
588,"No Future","Christoph Buchel",2008,"2008_137_20101003180722_lg.jpg","music","rock","drums","purple","singing","rockstar","oldlady","headband",,,,,
589,"Family of the Future, 9","Oleg Kulik",1997,"2008_149_20101003180722_lg.jpg","blackandwhite","dog","man","sex","fucking","anal","rape","shocking",,,,,
591,"Ballerina","Juan Munoz",1990,"2004_025_20120627132949_lg.jpg","woman","metal","bell","minimal","round","constructivist","solid",,,,,,
592,"AAA - AAA","Marina Abramovic",1978,"2008_082_01_20110118150809_lg.jpg","blackandwhite","film","video","couple",,,,,,,,,
593,"Breathing in breathing out","Marina Abramovic",1977,"2008_080_01_20110118145441_lg.jpg","blackandwhite","sexy","kiss","couple","extreme","breathing","violent",,,,,,
595,"Expansion in Space","Marina Abramovic",1977,"2008_081_01_20110118145746_lg.jpg","blackandwhite","naked","nude","couple",,,,,,,,,
596,"Rest Energy","Marina Abramovic",1980,"2008_079_01_20110118145213_lg.jpg","film","death","video","couple","arrow","bowandarrow",,,,,,,
597,"Light / Dark","Marina Abramovic",1978,"2008_083_01_20110118151154_lg.jpg","blackandwhite","woman","man","film","hit","sitting","slap","seated","violent",,,,
601,"Der Fleck auf dem Spiegel, den der Atemhauch schafft","Dieter Appelt",1977,"2008_057_20110117133553_lg.jpg","blackandwhite","man","reflection","beard","mirror","photo","smoking","rough",,,,,
602,"Superstars","Thomas Bayrle",1993,"2007_019_20101003180722_lg.jpg","face","faded",,,,,,,,,,,
603,"Untitled, from 'Les jeux de la poupe - The Doll's Game'","Hans Bellmer",1949,"2008_052_20110117133553_lg.jpg","woman","flesh","dark","naked","blood","breasts","doll","creepy","thighs","ugly","voluptuous",,
604,"Jungle Book Project","Pierre Bismuth",2002,"2008_069_20101003180722_lg.jpg","film","illustration","drawing","screen","disney","animation","language",,,,,,
606,"Voyage au Centre, Green Pepper Gate, Le Multivers","Michael Blazy","2002-3","2007_167_20110218164503_lg.jpg","green","landscape","rocks","lumpy",,,,,,,,,
607,"Araignées (Spiders)","Michel Blazy","2005-7, recreated at Mona in September 2012","2007_168_20121003105151_lg.jpg","rotting","spiders","decay","creepy","putrid",,,,,,,,
608,"Mur de pellicule (Wall of film)","Michel Blazy","2002-2012","2008_157_20121001091814_lg.jpg","wallpaper","yellow","paper","peeling","glue",,,,,,,,
609,"Selbstbemalung 1 (Self-painting 1)","GŸnter Brus",1964,"2007_085_20120619142344_lg.jpg","white","man","black","cut","axe","split",,,,,,,
612,"Untitled (Osama)","Wim Delvoye","2002-3","2008_055_20111209174825_lg.jpg","tattoo","pig","skin","osama","mystic","binladen","intricate",,,,,,
613,"When the Night Falls, Secret Lakes Come Out (Cesare Paciotti)","Amie Dicke",2006,"2007_009_20110117133553_lg.jpg","shadow","blackandwhite","white","black","illustration","drawing","cover","mysterious",,,,,
614,"Taped Rug #2","Amie Dicke",2006,,,,,,,,,,,,,,
615,"Private property #3","Amie Dicke",2006,"2007_011_20110117133553_lg.jpg","white","black","body","vinyl","silk","couch","draped",,,,,,
